,Hemisphere,min_temp,Occurance rate
0,North,-36,0.1097305476342897
1,North,-30,0.08871557397026567
2,North,-24,0.05180504049042609
3,North,-18,0.02868218571959982
4,North,-12,0.00698138996950899
5,North,-6,0.0
6,South,-36,0.11381140716069942
7,South,-30,0.06441918366320448
8,South,-24,0.03478167463343896
9,South,-18,0.021239229460512595
10,South,-12,0.005861745558865717
11,South,-6,0.0
