min_temp,2007,2008,2009,2010,2011,2012,2013,2014,2015
-36,10.483330466604587,10.342348109030779,10.121308027816434,10.648338817535294,10.623724465816206,10.609363334113977,10.357735133854536,10.280184667166996,10.25632669378107
-30,6.0892841199865915,6.179661443929047,5.849524043940991,6.3402616730603905,6.743604801054169,6.5956737166769255,5.946823518743603,5.845673157822276,5.874904991960499
-24,3.53718303856808,3.6471443754544945,3.450528566338045,3.7283385337409367,4.062736008556264,3.9856436405947884,3.446865951668771,3.291071704365163,3.2791172738246313
-18,2.160975007744753,2.204866722515023,2.1347802762226853,2.366076616436013,2.6539356387305704,2.484980884762425,2.135151006926547,2.0397469108112514,2.063932056229895
-12,0.6711367165771902,0.6451235446691499,0.6539771557531487,0.7049245557506706,0.8808060569865337,0.7564704630769464,0.6273925303413784,0.5344633998083523,0.6382068930607155
-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
